Patch Number,"Regional strain value, cardiac phase_1","Regional strain value, cardiac phase_2","Regional strain value, cardiac phase_3","Regional strain value, cardiac phase_4","Regional strain value, cardiac phase_5","Regional strain value, cardiac phase_6","Regional strain value, cardiac phase_7","Regional strain value, cardiac phase_8","Regional strain value, cardiac phase_9","Regional strain value, cardiac phase_10","Regional strain value, cardiac phase_11","Regional strain value, cardiac phase_12","Regional strain value, cardiac phase_13"
401,0,0.0488937732358417,-0.0211232381473818,-0.0881257531502019,-0.102432309098356,-0.161160709465233,-0.16532497720459,-0.196726099692908,-0.0665983353295893,-0.0830557716361131,-0.0504885381545933,-0.0287629459283288,-0.040904688654206
402,0,-0.0622000171295015,-0.0654416795485174,-0.150667761719441,-0.207055072037953,-0.214821170749437,-0.223618400253256,-0.163295862557467,-0.127506056108546,-0.0776016302386048,-0.144884355878687,-0.111978827157893,-0.0758481115360413
403,0,0.0492104634762986,-0.0230934610073324,-0.0818030310221527,-0.107323599176056,-0.163573983929137,-0.164854888874315,-0.202342228951569,-0.0747289140312998,-0.0907845314137221,-0.0637429145973323,-0.037012204304452,-0.0571901291713111
404,0,-0.0775506339703084,-0.0714464378973139,-0.135415777634034,-0.226179690037567,-0.227827051917978,-0.22640720939725,-0.174957752536618,-0.104759562197388,-0.0756935801957772,-0.126307030346379,-0.115493896703537,-0.100122547975254
405,0,0.038268757603205,-0.029428352753784,-0.0796676487701137,-0.120573536672266,-0.172435703462201,-0.179789849679633,-0.210755790596222,-0.0917596657294855,-0.111210253864704,-0.0656570317741699,-0.0397421953822568,-0.0683884378029782
406,0,-0.0782658483064628,-0.078160981815515,-0.146440999951002,-0.214153753690638,-0.222202934697156,-0.224094910635168,-0.17964179752087,-0.123894718779698,-0.0974485051229318,-0.149970395667776,-0.116709240134304,-0.104743745525803
407,0,0.0175398610208215,-0.0368761271118534,-0.0870907830343555,-0.139308680270455,-0.19113646067173,-0.214731201872858,-0.214682227502163,-0.113729763075117,-0.1309384071713,-0.0432948643822175,-0.0227489797206054,-0.0548286743035979
408,0,-0.0852190466886495,-0.0838531854318502,-0.14597413626579,-0.216366030157406,-0.226743270587373,-0.224122774637536,-0.187422096610059,-0.127570844572105,-0.109480307980091,-0.151507349638995,-0.116775916372657,-0.120361246495891
409,0,0.00771209678109663,-0.049135718182259,-0.0840836715626599,-0.151649413968517,-0.195387795923305,-0.215557391744345,-0.215434838340959,-0.125078533669394,-0.140031456394186,-0.0610726537038434,-0.0372025544818897,-0.0745381232746454
410,0,-0.0946884697046753,-0.0877452551897835,-0.128009837192943,-0.221517817909728,-0.234754679056584,-0.221971108170078,-0.197633080723536,-0.112452470927774,-0.117310987466526,-0.131430196761591,-0.109768372652868,-0.145627597463252
411,0,-0.00286242087656507,-0.0621740297230934,-0.081758147368507,-0.162973731846241,-0.197268118519968,-0.216374488905136,-0.21134673585661,-0.133107924251227,-0.141182335353675,-0.0770437959906631,-0.0499106295500203,-0.0907630212201338
412,0,-0.0836153895604703,-0.097201548739745,-0.132407550644707,-0.218142104336046,-0.235324601518466,-0.222213383137626,-0.205876647777805,-0.132564254849373,-0.123530171135751,-0.143720866443247,-0.109150096125145,-0.14127552974605
413,0,-0.0242397362918729,-0.0830832823993133,-0.0853611401453096,-0.181870353107767,-0.208037748104743,-0.221631734681734,-0.21602141320775,-0.148328247432649,-0.155247937596931,-0.095920686001245,-0.0709354323789114,-0.119059268665832
414,0,-0.0907836053001488,-0.110021745472296,-0.129200800325459,-0.21885329438796,-0.230520396535442,-0.21578871240032,-0.210227037476307,-0.143333363197848,-0.137420775284937,-0.157651291202859,-0.120724344656116,-0.162325179693674
415,0,-0.0612671840139019,-0.117353033936186,-0.0996553238115011,-0.20838082217919,-0.235530026839401,-0.244020972568208,-0.212635516201754,-0.167673904146743,-0.156803570973472,-0.0898028930412104,-0.0746210813587529,-0.131214099248346
416,0,-0.112641773461709,-0.137715649463949,-0.132295380298345,-0.225596639114701,-0.230157909517943,-0.220662163542576,-0.187642165143881,-0.155804351551133,-0.133813925392322,-0.147979355165633,-0.115756459191461,-0.168230395298719
417,0,-0.0869319784861164,-0.131033725924065,-0.100643799814201,-0.208962509821654,-0.216465256006807,-0.25003689148176,-0.17987168815903,-0.168794802984818,-0.146559250875604,-0.0774015855897725,-0.0648937930767682,-0.11518564298567
418,0,-0.124739802005382,-0.145357485479018,-0.128047036392215,-0.221603488002465,-0.222419951192745,-0.212611052233286,-0.171955006005548,-0.160898843668946,-0.140207006289104,-0.13356976875005,-0.100462307957902,-0.175415255636424
419,0,-0.124256771019447,-0.165409181181347,-0.112253666068203,-0.225187305768223,-0.219913900430902,-0.249815484149946,-0.171616225509088,-0.18167943830125,-0.146782523792351,-0.0997155334836065,-0.0915739943263909,-0.145069521072099
420,0,-0.106313776187243,-0.141779510955734,-0.111956107424507,-0.21064294951227,-0.229993647369231,-0.210658404791597,-0.195743397128215,-0.171824332980946,-0.146787133990723,-0.109793114611333,-0.0800786715810193,-0.169959602877249
421,0,-0.165135610150648,-0.194112501609793,-0.140398710693182,-0.229349388499904,-0.23524782504865,-0.259174757501359,-0.162284920611655,-0.200804331290317,-0.144019857803013,-0.0763447890360012,-0.0786068005346338,-0.148552637671431
422,0,-0.159440039913025,-0.190672068794393,-0.156712779623782,-0.223176860099837,-0.25789610635365,-0.256699318285053,-0.168108345299672,-0.217833499570371,-0.138628800858947,-0.0410860122820402,-0.0476337393979657,-0.134420164466229
423,0,-0.0313533728087101,-0.106981182078328,-0.128449645318735,-0.180412882962681,-0.11182055208416,-0.133786104654788,-0.188224209040646,-0.120304149639302,-0.0805132837071303,-0.0290335892820209,-0.0790883838809915,-0.111587887903516
424,0,-0.0595695867875887,-0.0999867199111936,-0.149211087836557,-0.191642743229479,-0.114227865421966,-0.124931345087794,-0.175973449739657,-0.0994126620192577,-0.114350076257376,-0.0601762994563664,-0.104104437008048,-0.122363412901929
425,0,-0.0258155675880429,-0.0916566999008398,-0.116720775317412,-0.180418556192333,-0.121034238196869,-0.143099464494613,-0.182685429212427,-0.125513756757537,-0.0700714123182574,-0.0256794181507534,-0.0747698033596678,-0.103198211956653
426,0,-0.0638232211628371,-0.114856929623542,-0.160818435234251,-0.196355882997899,-0.115797418244797,-0.125390308980707,-0.163292999331661,-0.0891432164121501,-0.13194143077357,-0.0837574368030795,-0.11903606065319,-0.116291301114887
427,0,-0.078263529193549,-0.117301568979627,-0.170662676623153,-0.196786837312259,-0.106011914480729,-0.109884917939522,-0.171415743072703,-0.0823223956917931,-0.140628182652344,-0.0822636841726435,-0.120645653675537,-0.129011037839816
428,0,-0.0731168535421037,-0.120609046430244,-0.176560754512327,-0.193665504624497,-0.103360545894244,-0.111944899916562,-0.160468011014084,-0.0855220692402728,-0.15318517482184,-0.0965502955022127,-0.125003538384915,-0.127308530155446
429,0,-0.0883511571917309,-0.123017914150002,-0.186142785083648,-0.193476487427498,-0.0936065102807241,-0.0964047763588441,-0.169250965386868,-0.0789700662633073,-0.161130088588681,-0.0936688014650027,-0.125744418479318,-0.139139477508902
430,0,-0.0706571542694606,-0.0903283054282098,-0.18135043999863,-0.165277928183778,-0.12910450419975,-0.113246968067161,-0.165197567132988,-0.139249762536453,-0.144469698383782,-0.0753538122793782,-0.100469645119143,-0.15390506420088
431,0,-0.116459412914901,-0.103567447425656,-0.217659990116617,-0.189662399336024,-0.0888740491004697,-0.0846445251921234,-0.155276545939423,-0.10531165791253,-0.193792309774115,-0.123413303400714,-0.14204201761516,-0.161452104764614
432,0,-0.0969568600419449,-0.0557500521924673,-0.206359115556504,-0.14321630149774,-0.119715399136655,-0.0914390037784563,-0.145642899362423,-0.18587161895048,-0.168647512744524,-0.103502982065167,-0.104489697877289,-0.180803866753508
433,0,-0.0296090823775882,-0.10119077592835,-0.124879220584252,-0.201797377259433,-0.259273683993895,-0.265538873469205,-0.210282083859828,-0.171486284516844,-0.00264240321356746,0.0286700815177727,-0.0687857848892272,-0.0465178646156036
434,0,-0.00310128568560353,-0.081624111830561,-0.0992894717780445,-0.199994081856603,-0.244279851233201,-0.278887643425639,-0.233233643698086,-0.167540030892547,-0.0149555116201564,0.0167154017279993,-0.0584321407588994,-0.0461647096702027
435,0,0.0261480087352557,-0.0712589175390507,-0.0620364184651363,-0.183075892063315,-0.229611759046698,-0.287185649252826,-0.244687575417711,-0.18678405736306,0.0193559820507441,0.063125732626143,-0.0082907397004216,-0.0253963107184434
436,0,-0.0389890527635929,-0.0827917075827576,-0.134374945260686,-0.204729058271544,-0.24977556434265,-0.264202253093227,-0.20508368223468,-0.153859651510106,-0.045876399747719,-0.00657046768750991,-0.0953217738027804,-0.0579115989818283
437,0,-0.0360303511137025,-0.0975715940316079,-0.127266733360225,-0.196163183460076,-0.212149461951838,-0.214711250936126,-0.190997864857791,-0.157406362923718,-0.0230979585372867,0.00939568615182917,-0.0780874113907051,-0.0714221054876536
438,0,-0.0205862252104535,-0.0768877778203028,-0.10815587105117,-0.197536145398062,-0.185551039652431,-0.208471697802604,-0.192648328874415,-0.139455909421865,-0.0493485930484781,-0.0145062720947847,-0.0763616697647168,-0.074557045773478
439,0,0.0134381917563124,-0.0765061631044603,-0.072539414256958,-0.181173688545839,-0.18407094872294,-0.217306946863686,-0.20049679728843,-0.156893437095731,0.00187425495331772,0.0240792962539709,-0.0347156955043315,-0.0458294795897054
440,0,-0.046352900159636,-0.0980271714858285,-0.135043535249156,-0.206174077544264,-0.195186441345688,-0.195757987768104,-0.17331228587974,-0.123607666463205,-0.060447435079418,-0.0426508443383586,-0.106105367934588,-0.0711046045792585
441,0,-0.0150017265529908,-0.0991315011424232,-0.109149819634328,-0.178393384510099,-0.124764344125394,-0.148709669942975,-0.178659702402169,-0.128525202793424,-0.0561389646960867,-0.0202569083610368,-0.0682787035071698,-0.0891778129777393
442,0,-0.0168574087245691,-0.0950884827863524,-0.106397595565283,-0.185389068439047,-0.141215413077733,-0.160493162829255,-0.176871228836734,-0.126320511765531,-0.050007670465392,-0.0242261491500479,-0.0720063402218789,-0.078794849338276
443,0,-0.051380080073457,-0.0792105812643635,-0.148458615782695,-0.190402000768447,-0.115179151660567,-0.138927045703325,-0.152927025356917,-0.127548531527256,-0.126635701406968,-0.0787629792698119,-0.110736466652992,-0.115453182116662
444,0,-0.0762490378080656,-0.0455972454609567,-0.173964708314958,-0.176695237023323,-0.113580085818302,-0.123233341469317,-0.130473695110517,-0.156506050489154,-0.167526424285749,-0.106153256545039,-0.121268639408082,-0.15452833868306
445,0,-0.0798906668673486,-0.0217232820095202,-0.176880638331936,-0.153615647173485,-0.119822015403648,-0.112766008283605,-0.125868233958565,-0.202795089194937,-0.172779847754416,-0.0986106496702465,-0.103194870813358,-0.185493879448339
446,0,-0.0889305081349857,-0.0300600993063476,-0.189909198231966,-0.137249465819792,-0.109176369037421,-0.0938072467122226,-0.123167893562891,-0.205248589249665,-0.173506128554643,-0.105160664647611,-0.0987302311787641,-0.189022089598147
447,0,-0.0214694575049221,-0.0846171788010266,-0.115657628541971,-0.193637737472842,-0.24160610722605,-0.26543370735337,-0.209509422639743,-0.171749183348208,-0.0123972403778992,0.0442072257925124,-0.0504210370905142,-0.047941102677675
448,0,0.0141214592431345,-0.0793756924213489,-0.0721794768987984,-0.183350857079827,-0.238342797633944,-0.274039957265576,-0.225108095353687,-0.178403325337536,0.0321470565981035,0.0527751526580977,-0.0186605621525263,-0.0108461901013476
449,0,-0.0180564261726511,-0.0864226194319712,-0.112054511659122,-0.192309127388271,-0.232071907512574,-0.242705616890513,-0.195044526856726,-0.1601278395049,-0.00590637667475546,0.0107814799175547,-0.0667314059249576,-0.0374858777966737
450,0,0.0149024469418215,-0.080010164398528,-0.0700136257585821,-0.178873398750385,-0.184163342366824,-0.215854229385999,-0.192051226125945,-0.156876150740026,0.0115406576461294,0.0268785938038587,-0.0301359091439862,-0.0336091614072639
451,0,-0.0180494974261133,-0.0792786693138477,-0.105430283728649,-0.193545146559957,-0.192644461609309,-0.216087746707486,-0.182550145473914,-0.144194212144612,-0.0377320185835915,-0.013587188324488,-0.0731062335711363,-0.0542636178067879
452,0,-0.0192523654996574,-0.0819400794823052,-0.104593700470011,-0.19539290543054,-0.171052023924325,-0.194295111568007,-0.166707325855288,-0.126023322938847,-0.0550255954729106,-0.0416017467560175,-0.0836577335866322,-0.0550717955601343
453,0,-0.0275767792123616,-0.0926904197114946,-0.115308834690214,-0.197109556500822,-0.160286157888042,-0.176161001487085,-0.159163281259255,-0.11684763743225,-0.066869991873747,-0.056062157901145,-0.0935858377472941,-0.0639655300915701
454,0,-0.0336841163664374,-0.0716523489459691,-0.125146940238817,-0.186556571634353,-0.126398220088304,-0.155972927056813,-0.149362372859993,-0.134746654031658,-0.102281697982546,-0.0674641672906149,-0.0979923757117827,-0.09400880671838
455,0,-0.0603495016941162,-0.047202836721694,-0.158763758122131,-0.175503484475628,-0.136608242286438,-0.146582390646397,-0.134065177041416,-0.159733574506915,-0.133830734319353,-0.0906890600815112,-0.113971308948563,-0.127611269381856
456,0,-0.0755505992072489,-0.0600375839460343,-0.176016610465902,-0.176985627084007,-0.147436860164835,-0.13682334441181,-0.132972188077831,-0.172344318806898,-0.144734881600897,-0.105387397718212,-0.121136224636691,-0.148190281565496
457,0,-0.0835126684692055,-0.0361402049065442,-0.173090476855016,-0.155269580019243,-0.0978976482527889,-0.101395265918479,-0.109646087479726,-0.187653683372057,-0.178626365921036,-0.130562598277061,-0.11962446846384,-0.171219781221431
458,0,0.0153001041137522,-0.0752910683601162,-0.0762208629512041,-0.179001791042913,-0.25407730365201,-0.294627957995961,-0.233603164766019,-0.195560799751734,0.036792692285643,0.0560744604634662,-0.0144558790756325,0.00290749395962564
459,0,0.00545716137653507,-0.0761994774921525,-0.0910507734565889,-0.186280327491563,-0.275597505201883,-0.313272225066134,-0.248849774139202,-0.194809686872273,0.0195958046882005,0.0370721701647005,-0.0394758524572024,-0.00634609615260995
460,0,0.00602389727491226,-0.07667752491516,-0.0911989759527594,-0.178789067287594,-0.279401660979167,-0.315925504170741,-0.251387089423573,-0.20421984436047,0.0318390066419008,0.0514792441546517,-0.0256525165156469,0.00342431380295793
461,0,-0.00649826756119221,-0.0774481339122384,-0.0960707836553629,-0.188839990015716,-0.268819633682267,-0.296196592887932,-0.230271514577555,-0.177941002642803,0.013299497472578,0.0184475647523099,-0.0526168610169914,-0.00110149183708952
462,0,-0.00816285911803516,-0.0749433816724809,-0.0958569013388839,-0.190061726035425,-0.241724387778669,-0.272511785208145,-0.212454828623708,-0.167004008850317,-0.00231665302006245,0.0210321461603411,-0.0502683364574805,-0.0176636593328798
463,0,-0.00453853596509002,-0.0712976416979346,-0.0877401975159904,-0.191467267155599,-0.223309623975903,-0.253969732052795,-0.197263252792033,-0.154632410731203,-0.00884703251721985,-0.000426457447076811,-0.0563965568073233,-0.0156166276034883
464,0,0.00356955270701942,-0.0595768142173169,-0.0774866697891571,-0.183676098470267,-0.186734275265882,-0.23146939746621,-0.186569863643514,-0.154162704919332,-0.0255853871387033,0.00187509902609606,-0.0471226261365915,-0.0341171414328697
465,0,-0.040620805794916,-0.0521292710808747,-0.129367612594976,-0.181706684672373,-0.117989630583162,-0.15306349079625,-0.12728603586581,-0.14120299237844,-0.129771128194235,-0.100465757612691,-0.11225964355035,-0.0976116611023122
466,0,-0.0532457299377008,-0.07029622849835,-0.1521537542416,-0.183592318027086,-0.130088568797774,-0.147427381692904,-0.128232164907619,-0.138696505218378,-0.13204521438818,-0.107438618455016,-0.121829502711192,-0.105569074318273
467,0,-0.0646918270505836,-0.0922705459302623,-0.17647016815631,-0.189474638786625,-0.147706611431788,-0.146101946389177,-0.134785915713016,-0.139880858793459,-0.134780726256414,-0.119409304155685,-0.131010584016739,-0.112328241695224
468,0,-0.0859578264742016,-0.0697676745142271,-0.193970225114563,-0.171069972335264,-0.124779465246417,-0.121283134896809,-0.116680805611622,-0.168641052743682,-0.16340081211214,-0.145808402411955,-0.136929199257823,-0.142650149887284
469,0,-0.0202531182423187,-0.0889086110458955,-0.140616981958456,-0.17048646041648,-0.348727185278993,-0.356435616297368,-0.28393426664978,-0.235492855344372,0.0224446583840874,0.0222349821810308,-0.0645248782871556,0.00245472924289869
470,0,-0.00964951817042592,-0.0845307726333748,-0.128932663930511,-0.168683739474901,-0.329883459680273,-0.364998127486771,-0.296646667540913,-0.248538873325862,0.0155511451226931,0.0471539080785113,-0.0342619466265851,0.00521666904380358
471,0,-0.021616734208269,-0.0830896055078814,-0.123687071505577,-0.174504885578724,-0.322577199870122,-0.345499510890824,-0.278764684504157,-0.21405302283668,0.0184180645038496,0.0294684134156091,-0.0551484390526761,0.00826555135486395
